game_id,show_number,air_date,comments,contestant,final_score,winner,url,season
1375,2914,1997-04-10T00:00:00Z,,Rachel Berson,15200,TRUE,https://j-archive.com/showgame.php?game_id=1375,13
1374,2913,1997-04-09T00:00:00Z,,Beth Coughlin,100,FALSE,https://j-archive.com/showgame.php?game_id=1374,13
1374,2913,1997-04-09T00:00:00Z,,Brad McNiff,8201,FALSE,https://j-archive.com/showgame.php?game_id=1374,13
1374,2913,1997-04-09T00:00:00Z,,Doug Szafran,8801,TRUE,https://j-archive.com/showgame.php?game_id=1374,13
1373,2912,1997-04-08T00:00:00Z,,Steve Cook,5600,FALSE,https://j-archive.com/showgame.php?game_id=1373,13
1373,2912,1997-04-08T00:00:00Z,,Darren Depuydt,13600,FALSE,https://j-archive.com/showgame.php?game_id=1373,13
1373,2912,1997-04-08T00:00:00Z,,Beth Coughlin,13601,TRUE,https://j-archive.com/showgame.php?game_id=1373,13
1372,2911,1997-04-07T00:00:00Z,,Steve Cook,8601,TRUE,https://j-archive.com/showgame.php?game_id=1372,13
1372,2911,1997-04-07T00:00:00Z,,Rod Jackson,2200,FALSE,https://j-archive.com/showgame.php?game_id=1372,13
1372,2911,1997-04-07T00:00:00Z,,Linda Triegel,1,FALSE,https://j-archive.com/showgame.php?game_id=1372,13
1371,2910,1997-04-04T00:00:00Z,,Steve Cook,13799,TRUE,https://j-archive.com/showgame.php?game_id=1371,13
1371,2910,1997-04-04T00:00:00Z,,Joe Sill,5001,FALSE,https://j-archive.com/showgame.php?game_id=1371,13
1371,2910,1997-04-04T00:00:00Z,,Niki Bates,8801,FALSE,https://j-archive.com/showgame.php?game_id=1371,13
1370,2909,1997-04-03T00:00:00Z,,Christian Stallsmith,399,FALSE,https://j-archive.com/showgame.php?game_id=1370,13
1370,2909,1997-04-03T00:00:00Z,,Steve Cook,12001,TRUE,https://j-archive.com/showgame.php?game_id=1370,13
1370,2909,1997-04-03T00:00:00Z,,Matt Wehling,100,FALSE,https://j-archive.com/showgame.php?game_id=1370,13
1369,2908,1997-04-02T00:00:00Z,,Christian Stallsmith,18601,TRUE,https://j-archive.com/showgame.php?game_id=1369,13
1369,2908,1997-04-02T00:00:00Z,,Romaine White,0,FALSE,https://j-archive.com/showgame.php?game_id=1369,13
1369,2908,1997-04-02T00:00:00Z,,Barry Koron,9801,FALSE,https://j-archive.com/showgame.php?game_id=1369,13
226,2907,1997-04-01T00:00:00Z,April Fools' Day show with Pat Sajak as host.,Paul Roder,650,FALSE,https://j-archive.com/showgame.php?game_id=226,13
226,2907,1997-04-01T00:00:00Z,April Fools' Day show with Pat Sajak as host.,Lori Drummond,1,FALSE,https://j-archive.com/showgame.php?game_id=226,13
226,2907,1997-04-01T00:00:00Z,April Fools' Day show with Pat Sajak as host.,Christian Stallsmith,1000,TRUE,https://j-archive.com/showgame.php?game_id=226,13
1368,2906,1997-03-31T00:00:00Z,,Spencer Parker,4599,FALSE,https://j-archive.com/showgame.php?game_id=1368,13
1368,2906,1997-03-31T00:00:00Z,,Tom Utterback,3800,FALSE,https://j-archive.com/showgame.php?game_id=1368,13
1368,2906,1997-03-31T00:00:00Z,,Paul Roder,14550,TRUE,https://j-archive.com/showgame.php?game_id=1368,13
1367,2905,1997-03-28T00:00:00Z,,Spencer Parker,13601,TRUE,https://j-archive.com/showgame.php?game_id=1367,13
1367,2905,1997-03-28T00:00:00Z,,George Miller,3799,FALSE,https://j-archive.com/showgame.php?game_id=1367,13
1367,2905,1997-03-28T00:00:00Z,,Michael Cahill,6000,FALSE,https://j-archive.com/showgame.php?game_id=1367,13
1366,2904,1997-03-27T00:00:00Z,,Joel Rayburn,9101,FALSE,https://j-archive.com/showgame.php?game_id=1366,13
1366,2904,1997-03-27T00:00:00Z,,Spencer Parker,12801,TRUE,https://j-archive.com/showgame.php?game_id=1366,13
1366,2904,1997-03-27T00:00:00Z,,Kathi Weiss,1800,FALSE,https://j-archive.com/showgame.php?game_id=1366,13
1333,2903,1997-03-26T00:00:00Z,,Matt Radulski,3100,FALSE,https://j-archive.com/showgame.php?game_id=1333,13
1333,2903,1997-03-26T00:00:00Z,,Joel Rayburn,5701,TRUE,https://j-archive.com/showgame.php?game_id=1333,13
1333,2903,1997-03-26T00:00:00Z,,Scott Masters,4999,FALSE,https://j-archive.com/showgame.php?game_id=1333,13
1332,2902,1997-03-25T00:00:00Z,,Robert Manuel,100,FALSE,https://j-archive.com/showgame.php?game_id=1332,13
1332,2902,1997-03-25T00:00:00Z,,Matt Radulski,7500,TRUE,https://j-archive.com/showgame.php?game_id=1332,13
1332,2902,1997-03-25T00:00:00Z,,Barbara Blake,5399,FALSE,https://j-archive.com/showgame.php?game_id=1332,13
1331,2901,1997-03-24T00:00:00Z,,Robert Manuel,6600,TRUE,https://j-archive.com/showgame.php?game_id=1331,13
1331,2901,1997-03-24T00:00:00Z,,Max Jacobson,500,FALSE,https://j-archive.com/showgame.php?game_id=1331,13
1331,2901,1997-03-24T00:00:00Z,,Pat Posner,1900,FALSE,https://j-archive.com/showgame.php?game_id=1331,13
1330,2900,1997-03-21T00:00:00Z,,Steve Douches,4800,FALSE,https://j-archive.com/showgame.php?game_id=1330,13
1330,2900,1997-03-21T00:00:00Z,,Robert Manuel,10950,TRUE,https://j-archive.com/showgame.php?game_id=1330,13
1330,2900,1997-03-21T00:00:00Z,,Ned O'Rourke,1300,FALSE,https://j-archive.com/showgame.php?game_id=1330,13
1329,2899,1997-03-20T00:00:00Z,,Steve Douches,10800,TRUE,https://j-archive.com/showgame.php?game_id=1329,13
1329,2899,1997-03-20T00:00:00Z,,Scott Knecht,4000,FALSE,https://j-archive.com/showgame.php?game_id=1329,13
1329,2899,1997-03-20T00:00:00Z,,Linda Johnson,1400,FALSE,https://j-archive.com/showgame.php?game_id=1329,13
1328,2898,1997-03-19T00:00:00Z,,Steve Douches,14601,TRUE,https://j-archive.com/showgame.php?game_id=1328,13
1328,2898,1997-03-19T00:00:00Z,,Martin Smith,5200,FALSE,https://j-archive.com/showgame.php?game_id=1328,13
1328,2898,1997-03-19T00:00:00Z,,Carole Smith,4400,FALSE,https://j-archive.com/showgame.php?game_id=1328,13
1327,2897,1997-03-18T00:00:00Z,,Liz Klausky,4200,FALSE,https://j-archive.com/showgame.php?game_id=1327,13
1327,2897,1997-03-18T00:00:00Z,,Steve Douches,4599,TRUE,https://j-archive.com/showgame.php?game_id=1327,13
1327,2897,1997-03-18T00:00:00Z,,Sandy Lowe,1,FALSE,https://j-archive.com/showgame.php?game_id=1327,13
1326,2896,1997-03-17T00:00:00Z,,Liz Klausky,4500,TRUE,https://j-archive.com/showgame.php?game_id=1326,13
1326,2896,1997-03-17T00:00:00Z,,Mick Malicki,300,FALSE,https://j-archive.com/showgame.php?game_id=1326,13
1326,2896,1997-03-17T00:00:00Z,,Eric Grunden,400,FALSE,https://j-archive.com/showgame.php?game_id=1326,13
1325,2895,1997-03-14T00:00:00Z,,John Hammond,5400,FALSE,https://j-archive.com/showgame.php?game_id=1325,13
1325,2895,1997-03-14T00:00:00Z,,Seth McElvaney,5399,FALSE,https://j-archive.com/showgame.php?game_id=1325,13
1325,2895,1997-03-14T00:00:00Z,,Liz Klausky,6600,TRUE,https://j-archive.com/showgame.php?game_id=1325,13
1324,2894,1997-03-13T00:00:00Z,,Brian Hamill,0,FALSE,https://j-archive.com/showgame.php?game_id=1324,13
1324,2894,1997-03-13T00:00:00Z,,John Hammond,4400,TRUE,https://j-archive.com/showgame.php?game_id=1324,13
1324,2894,1997-03-13T00:00:00Z,,Charlotte Travieso,50,FALSE,https://j-archive.com/showgame.php?game_id=1324,13
1323,2893,1997-03-12T00:00:00Z,,Mike Davison,5001,FALSE,https://j-archive.com/showgame.php?game_id=1323,13
1323,2893,1997-03-12T00:00:00Z,,Brian Hamill,5550,TRUE,https://j-archive.com/showgame.php?game_id=1323,13
1323,2893,1997-03-12T00:00:00Z,,Eileen Davenport,2500,FALSE,https://j-archive.com/showgame.php?game_id=1323,13
698,2891,1997-03-10T00:00:00Z,,Jeff Horton,-1300,FALSE,https://j-archive.com/showgame.php?game_id=698,13
698,2891,1997-03-10T00:00:00Z,,Linda Slyer,9900,TRUE,https://j-archive.com/showgame.php?game_id=698,13
698,2891,1997-03-10T00:00:00Z,,Jim Selth,9799,FALSE,https://j-archive.com/showgame.php?game_id=698,13
696,2890,1997-03-07T00:00:00Z,,Jenna Jackson,6201,FALSE,https://j-archive.com/showgame.php?game_id=696,13
696,2890,1997-03-07T00:00:00Z,,Jude Theriot,2600,FALSE,https://j-archive.com/showgame.php?game_id=696,13
696,2890,1997-03-07T00:00:00Z,,Jeff Horton,9100,TRUE,https://j-archive.com/showgame.php?game_id=696,13
693,2889,1997-03-06T00:00:00Z,,Jim Diggins,11801,FALSE,https://j-archive.com/showgame.php?game_id=693,13
693,2889,1997-03-06T00:00:00Z,,Jenna Jackson,12801,TRUE,https://j-archive.com/showgame.php?game_id=693,13
693,2889,1997-03-06T00:00:00Z,,Timothy Hsieh,7501,FALSE,https://j-archive.com/showgame.php?game_id=693,13
5540,2887,1997-03-04T00:00:00Z,,Jim Diggins,7501,TRUE,https://j-archive.com/showgame.php?game_id=5540,13
5540,2887,1997-03-04T00:00:00Z,,Paul Cornbleth,599,FALSE,https://j-archive.com/showgame.php?game_id=5540,13
5540,2887,1997-03-04T00:00:00Z,,Lynda Weiner,100,FALSE,https://j-archive.com/showgame.php?game_id=5540,13
692,2886,1997-03-03T00:00:00Z,,Greg Mayer,2399,FALSE,https://j-archive.com/showgame.php?game_id=692,13
692,2886,1997-03-03T00:00:00Z,,Steven Lane,3300,FALSE,https://j-archive.com/showgame.php?game_id=692,13
692,2886,1997-03-03T00:00:00Z,,Jim Diggins,6100,TRUE,https://j-archive.com/showgame.php?game_id=692,13
689,2885,1997-02-28T00:00:00Z,,Laurent Ruseckas,150,FALSE,https://j-archive.com/showgame.php?game_id=689,13
689,2885,1997-02-28T00:00:00Z,,Greg Mayer,8290,TRUE,https://j-archive.com/showgame.php?game_id=689,13
689,2885,1997-02-28T00:00:00Z,,Kathie Hoagland,5399,FALSE,https://j-archive.com/showgame.php?game_id=689,13
688,2884,1997-02-27T00:00:00Z,,Jim Fahner,5999,FALSE,https://j-archive.com/showgame.php?game_id=688,13
688,2884,1997-02-27T00:00:00Z,,Laurent Ruseckas,6395,TRUE,https://j-archive.com/showgame.php?game_id=688,13
688,2884,1997-02-27T00:00:00Z,,Martha O'Malley,100,FALSE,https://j-archive.com/showgame.php?game_id=688,13
684,2883,1997-02-26T00:00:00Z,,Jim Fahner,9601,TRUE,https://j-archive.com/showgame.php?game_id=684,13
684,2883,1997-02-26T00:00:00Z,,Nancy Splane,0,FALSE,https://j-archive.com/showgame.php?game_id=684,13
684,2883,1997-02-26T00:00:00Z,,Amit Ray,5599,FALSE,https://j-archive.com/showgame.php?game_id=684,13
682,2882,1997-02-25T00:00:00Z,,Jim Fahner,10001,TRUE,https://j-archive.com/showgame.php?game_id=682,13
682,2882,1997-02-25T00:00:00Z,,Tina Carlson,7399,FALSE,https://j-archive.com/showgame.php?game_id=682,13
682,2882,1997-02-25T00:00:00Z,,Mark Mironer,8000,FALSE,https://j-archive.com/showgame.php?game_id=682,13
680,2881,1997-02-24T00:00:00Z,,Greg Carbone,8613,FALSE,https://j-archive.com/showgame.php?game_id=680,13
680,2881,1997-02-24T00:00:00Z,,Jim Fahner,11199,TRUE,https://j-archive.com/showgame.php?game_id=680,13
680,2881,1997-02-24T00:00:00Z,,Joan Friedman,6400,FALSE,https://j-archive.com/showgame.php?game_id=680,13
678,2880,1997-02-21T00:00:00Z,Grace Veach game 5.,Grace Veach,10000,TRUE,https://j-archive.com/showgame.php?game_id=678,13
678,2880,1997-02-21T00:00:00Z,Grace Veach game 5.,Michael Grinde,3400,FALSE,https://j-archive.com/showgame.php?game_id=678,13
678,2880,1997-02-21T00:00:00Z,Grace Veach game 5.,Claudia Traudt,2399,FALSE,https://j-archive.com/showgame.php?game_id=678,13
677,2879,1997-02-20T00:00:00Z,Grace Veach game 4.,Grace Veach,11401,TRUE,https://j-archive.com/showgame.php?game_id=677,13
677,2879,1997-02-20T00:00:00Z,Grace Veach game 4.,Julie Connery,0,FALSE,https://j-archive.com/showgame.php?game_id=677,13
677,2879,1997-02-20T00:00:00Z,Grace Veach game 4.,Erik Cansler,11400,FALSE,https://j-archive.com/showgame.php?game_id=677,13
3941,2878,1997-02-19T00:00:00Z,Grace Veach game 3.,Grace Veach,6700,TRUE,https://j-archive.com/showgame.php?game_id=3941,13
3941,2878,1997-02-19T00:00:00Z,Grace Veach game 3.,Scott Pearson,4001,FALSE,https://j-archive.com/showgame.php?game_id=3941,13
3941,2878,1997-02-19T00:00:00Z,Grace Veach game 3.,Sophia Schwarz,1699,FALSE,https://j-archive.com/showgame.php?game_id=3941,13
3936,2877,1997-02-18T00:00:00Z,Grace Veach game 2.,Grace Veach,13000,TRUE,https://j-archive.com/showgame.php?game_id=3936,13
3936,2877,1997-02-18T00:00:00Z,Grace Veach game 2.,Jeannine DuBois,2200,FALSE,https://j-archive.com/showgame.php?game_id=3936,13
3936,2877,1997-02-18T00:00:00Z,Grace Veach game 2.,Bruce Wiley,100,FALSE,https://j-archive.com/showgame.php?game_id=3936,13
220,2876,1997-02-17T00:00:00Z,Grace Veach game 1.,Joyce Sturgill,199,FALSE,https://j-archive.com/showgame.php?game_id=220,13
220,2876,1997-02-17T00:00:00Z,Grace Veach game 1.,Steve McManus,5995,FALSE,https://j-archive.com/showgame.php?game_id=220,13
220,2876,1997-02-17T00:00:00Z,Grace Veach game 1.,Grace Veach,10500,TRUE,https://j-archive.com/showgame.php?game_id=220,13
673,2875,1997-02-14T00:00:00Z,1997-A Teen Tournament final game 2.,Justin Powell,5425,FALSE,https://j-archive.com/showgame.php?game_id=673,13
673,2875,1997-02-14T00:00:00Z,1997-A Teen Tournament final game 2.,Josh Den Hartog,13928,TRUE,https://j-archive.com/showgame.php?game_id=673,13
673,2875,1997-02-14T00:00:00Z,1997-A Teen Tournament final game 2.,Akiva Fox,0,FALSE,https://j-archive.com/showgame.php?game_id=673,13
672,2874,1997-02-13T00:00:00Z,1997-A Teen Tournament final game 1.,Justin Powell,11700,TRUE,https://j-archive.com/showgame.php?game_id=672,13
672,2874,1997-02-13T00:00:00Z,1997-A Teen Tournament final game 1.,Josh Den Hartog,7274,FALSE,https://j-archive.com/showgame.php?game_id=672,13
672,2874,1997-02-13T00:00:00Z,1997-A Teen Tournament final game 1.,Akiva Fox,5400,FALSE,https://j-archive.com/showgame.php?game_id=672,13
670,2873,1997-02-12T00:00:00Z,1997-A Teen Tournament semifinal game 3.,Brandon Frantz,3199,FALSE,https://j-archive.com/showgame.php?game_id=670,13
670,2873,1997-02-12T00:00:00Z,1997-A Teen Tournament semifinal game 3.,Josh Den Hartog,15451,TRUE,https://j-archive.com/showgame.php?game_id=670,13
670,2873,1997-02-12T00:00:00Z,1997-A Teen Tournament semifinal game 3.,Brandon Frantz,6600,FALSE,https://j-archive.com/showgame.php?game_id=670,13
668,2872,1997-02-11T00:00:00Z,1997-A Teen Tournament semifinal game 2.,Pooja Dhume,100,FALSE,https://j-archive.com/showgame.php?game_id=668,13
668,2872,1997-02-11T00:00:00Z,1997-A Teen Tournament semifinal game 2.,Akiva Fox,9663,TRUE,https://j-archive.com/showgame.php?game_id=668,13
668,2872,1997-02-11T00:00:00Z,1997-A Teen Tournament semifinal game 2.,Faith Hillis,9600,FALSE,https://j-archive.com/showgame.php?game_id=668,13
667,2871,1997-02-10T00:00:00Z,1997-A Teen Tournament semifinal game 1.,Matthew Burgess,8000,FALSE,https://j-archive.com/showgame.php?game_id=667,13
667,2871,1997-02-10T00:00:00Z,1997-A Teen Tournament semifinal game 1.,Tanis O'Connor,3100,FALSE,https://j-archive.com/showgame.php?game_id=667,13
667,2871,1997-02-10T00:00:00Z,1997-A Teen Tournament semifinal game 1.,Justin Powell,20998,TRUE,https://j-archive.com/showgame.php?game_id=667,13
664,2870,1997-02-07T00:00:00Z,1997-A Teen Tournament quarterfinal game 5.,Fran Bigman,7100,FALSE,https://j-archive.com/showgame.php?game_id=664,13
664,2870,1997-02-07T00:00:00Z,1997-A Teen Tournament quarterfinal game 5.,Brian Joseph,0,FALSE,https://j-archive.com/showgame.php?game_id=664,13
664,2870,1997-02-07T00:00:00Z,1997-A Teen Tournament quarterfinal game 5.,Justin Powell,8001,TRUE,https://j-archive.com/showgame.php?game_id=664,13
663,2869,1997-02-06T00:00:00Z,"1997-A Teen Tournament quarterfinal game 4.
 Infestation of the tribbles.",Sharon Druck,3500,FALSE,https://j-archive.com/showgame.php?game_id=663,13
663,2869,1997-02-06T00:00:00Z,"1997-A Teen Tournament quarterfinal game 4.
 Infestation of the tribbles.",Akiva Fox,20000,TRUE,https://j-archive.com/showgame.php?game_id=663,13
663,2869,1997-02-06T00:00:00Z,"1997-A Teen Tournament quarterfinal game 4.
 Infestation of the tribbles.",Rita Hamad,1700,FALSE,https://j-archive.com/showgame.php?game_id=663,13
660,2868,1997-02-05T00:00:00Z,1997-A Teen Tournament quarterfinal game 3.,Matthew Burgess,10100,FALSE,https://j-archive.com/showgame.php?game_id=660,13
660,2868,1997-02-05T00:00:00Z,1997-A Teen Tournament quarterfinal game 3.,Audrey Droesch,2100,FALSE,https://j-archive.com/showgame.php?game_id=660,13
660,2868,1997-02-05T00:00:00Z,1997-A Teen Tournament quarterfinal game 3.,Faith Hillis,11908,TRUE,https://j-archive.com/showgame.php?game_id=660,13
659,2867,1997-02-04T00:00:00Z,1997-A Teen Tournament quarterfinal game 2.,Chad Bell,2600,FALSE,https://j-archive.com/showgame.php?game_id=659,13
659,2867,1997-02-04T00:00:00Z,1997-A Teen Tournament quarterfinal game 2.,Pooja Dhume,8600,FALSE,https://j-archive.com/showgame.php?game_id=659,13
659,2867,1997-02-04T00:00:00Z,1997-A Teen Tournament quarterfinal game 2.,Brandon Frantz,11600,TRUE,https://j-archive.com/showgame.php?game_id=659,13
657,2866,1997-02-03T00:00:00Z,1997-A Teen Tournament quarterfinal game 1.,Josh Den Hartog,3989,FALSE,https://j-archive.com/showgame.php?game_id=657,13
657,2866,1997-02-03T00:00:00Z,1997-A Teen Tournament quarterfinal game 1.,Tanis O'Connor,10900,TRUE,https://j-archive.com/showgame.php?game_id=657,13
657,2866,1997-02-03T00:00:00Z,1997-A Teen Tournament quarterfinal game 1.,Alex Rubalcava,3500,FALSE,https://j-archive.com/showgame.php?game_id=657,13
656,2865,1997-01-31T00:00:00Z,,Davia Worthen,4199,FALSE,https://j-archive.com/showgame.php?game_id=656,13
656,2865,1997-01-31T00:00:00Z,,Chris Borglum,1000,FALSE,https://j-archive.com/showgame.php?game_id=656,13
656,2865,1997-01-31T00:00:00Z,,Joyce Sturgill,7001,TRUE,https://j-archive.com/showgame.php?game_id=656,13
3931,2864,1997-01-30T00:00:00Z,,Davia Worthen,10599,TRUE,https://j-archive.com/showgame.php?game_id=3931,13
3931,2864,1997-01-30T00:00:00Z,,Ellen Jacobs,4801,FALSE,https://j-archive.com/showgame.php?game_id=3931,13
3931,2864,1997-01-30T00:00:00Z,,Rick Geyer,2500,FALSE,https://j-archive.com/showgame.php?game_id=3931,13
654,2863,1997-01-29T00:00:00Z,,Bob Combs,6599,FALSE,https://j-archive.com/showgame.php?game_id=654,13
654,2863,1997-01-29T00:00:00Z,,Randy Cohen,1500,FALSE,https://j-archive.com/showgame.php?game_id=654,13
654,2863,1997-01-29T00:00:00Z,,Davia Worthen,9399,TRUE,https://j-archive.com/showgame.php?game_id=654,13
652,2862,1997-01-28T00:00:00Z,,Bob Combs,12001,TRUE,https://j-archive.com/showgame.php?game_id=652,13
652,2862,1997-01-28T00:00:00Z,,Fred Walker,7800,FALSE,https://j-archive.com/showgame.php?game_id=652,13
652,2862,1997-01-28T00:00:00Z,,Amy Loerch Strumolo,500,FALSE,https://j-archive.com/showgame.php?game_id=652,13
650,2861,1997-01-27T00:00:00Z,,Laura Glassman,7599,FALSE,https://j-archive.com/showgame.php?game_id=650,13
650,2861,1997-01-27T00:00:00Z,,Mauricio Rivero,1,FALSE,https://j-archive.com/showgame.php?game_id=650,13
650,2861,1997-01-27T00:00:00Z,,Bob Combs,10700,TRUE,https://j-archive.com/showgame.php?game_id=650,13
649,2860,1997-01-24T00:00:00Z,,Laura Glassman,11199,TRUE,https://j-archive.com/showgame.php?game_id=649,13
649,2860,1997-01-24T00:00:00Z,,Chad Curtis,100,FALSE,https://j-archive.com/showgame.php?game_id=649,13
649,2860,1997-01-24T00:00:00Z,,Pat Ostenburg,100,FALSE,https://j-archive.com/showgame.php?game_id=649,13
647,2858,1997-01-22T00:00:00Z,,Breck Jeffery,6400,FALSE,https://j-archive.com/showgame.php?game_id=647,13
647,2858,1997-01-22T00:00:00Z,,Tim Rosendale,1400,FALSE,https://j-archive.com/showgame.php?game_id=647,13
647,2858,1997-01-22T00:00:00Z,,Nina Ostrovitz,6900,TRUE,https://j-archive.com/showgame.php?game_id=647,13
645,2857,1997-01-21T00:00:00Z,,Breck Jeffery,12801,TRUE,https://j-archive.com/showgame.php?game_id=645,13
645,2857,1997-01-21T00:00:00Z,,Jennifer Wadsack,2700,FALSE,https://j-archive.com/showgame.php?game_id=645,13
645,2857,1997-01-21T00:00:00Z,,Pat Pauken,4800,FALSE,https://j-archive.com/showgame.php?game_id=645,13
644,2856,1997-01-20T00:00:00Z,,Pam Wilson,50,FALSE,https://j-archive.com/showgame.php?game_id=644,13
644,2856,1997-01-20T00:00:00Z,,Breck Jeffery,11201,TRUE,https://j-archive.com/showgame.php?game_id=644,13
644,2856,1997-01-20T00:00:00Z,,Kevin Jack,10399,FALSE,https://j-archive.com/showgame.php?game_id=644,13
642,2855,1997-01-17T00:00:00Z,,Leo Jones,900,FALSE,https://j-archive.com/showgame.php?game_id=642,13
